Comment ID,Type,Affiliation,Location,Title,Date,Category,Rated by,Rating,Body
29895,reply,Large Enterprise,Switzerland,Do customers want to be social with business?,2/9/2011 8:25, None ,0,0,"Customers are people, too. Absolutely - Web 2.0 flies because ""sharing"" is a very elemental human desire. Whether customers instantly flock to a company's social media offering - who cares! What matters is that it's there - the mere fact that it's there is a huge statement that says ""We're here for you, our door's open, come in anytime, we welcome you."" Engagement follows.  When it comes to B2B - those customers are also people. They may not be retail customers but that's irrelevant. Social media engagement allows B2B to show their social engagement, latest expertise offerings, speed, flexibility, personality. B2B surveys often reveal that customers perceive B2Bs as distant. Social media can make a huge difference in that respect. B2Bs also stand to greatly benefit in ways beyond the customer. By engaging in social media they can reach and positively influence shareholders, regulators, media, etc. etc."
43937,reply,IBM Business Partner,Sweden,Yes and No,2/9/2011 8:56, Strategic ,0,0,#NAME?
44200,reply,IBM Employee,United States,"Need to be social with a person, not a business",2/9/2011 11:20, People & culture ,0,0,"We have to be mindful that social is about connecting with people, so a ""business"" can't be social, but people that work in that business have to create and cultivate relationships. We all need to be mindful of this when we ""ghost write"" blog content or try to tweet from a generic ID...just not as effective or authentic."
29946,reply,Self-employed,United Kingdom,"Does business understand the term ""like""?",2/9/2011 11:23, Strategic ,2,5,"Social Media is full of provocative words such as ""Friend"" and ""Like"" that I think we as private users know are just diluted terms that are a neccessary part of using the platform. For instance on Facebook I think we often use the term ""like"" more as an acknowledgement when we don't feel compelled to comment rather than as an indication of strong opinion.  I'm not sure business fully appreciates this and I think that there is a danger that businesses can view their ""likers"" as being an active group of advocates when the truth is that many people in the group will have visited once to interact with some content and may never retern  Businesses  ...   need to consider whether people ""like"" them or their content. I think its the latter and so it becomes important in a Social Strategy to keep re-engaging people (even the people you think are ""likers"") with compelling content that encourages the community to return and interact."
44024,reply,Professional Association,India,"Customers want to be heard, not be social",2/9/2011 12:48, None ,0,0,"This is a great question.  I think at one level, marketers confuse 'doing social' with 'being social' -- just because one communicates via a social media platform, it does not mean that one is showing 'social' behaviour. Perhaps something to ponder over.  That said, I believe that customers are interested in having a means of bing heard by brands and their views being acknowledged, responded to and ideally accepted and acted upon. That is at heart what drives a customer's interactions with a brand. Not 'socializing' with a brand. For that, the customer  ...   has his family, friends and real 'social' circle."
29991,reply,IBM Employee,Germany,Quality of service,2/9/2011 13:22, None ,0,0,"There will need to be a visible commitment of resources i.e. of social business competent people - actual headcounts- to attract customers..These people should have the power to actually change, influence the way their companies work. The year long tradition of using call centers to ward off customers, keeping them in endless phone loops, with people on the lines unable to solve problems as is often the case with telecom providers has made people weiry. And wary of the seriousness of wanting to really listen to customers."
44108,reply,IBM Employee,United States,"Less about ""social"" and more about sharing",2/9/2011 14:36, People & culture ,0,0,"I believe it's less about if customers want to be social with business. Customer's absolutely want to have an open and free flowing dialogue with business in pertinent topics. But more importantly, they'd like to hear about what others are saying about the business they are engaging with or trying to make a decision on whether they will do business with them or not. They want to hear the candor from other customers about the customer products, quality of support, and the value of the offerings from other customers. This may help them to improve their current use of their solutions or make other purchasing decisions."
30087,reply,IBM Employee,United States,Do customers want to be social - Yes,2/9/2011 14:38, None ,0,0,We've tested this in IBM. Customers appreciate guidance from vendors - especially when it can be given quickly in near real-time from multiple sources. Imagine that a customer is in a meeting and gets a to-do to answer to a question and make a recommendation. The customer sends out a tweet. By the end of the meeting he gets a few responses and recommendations. That customer is already on their way to find the right solution.
44129,reply,IBM Employee,Argentina,We must consider Social as a new channel,2/9/2011 14:51, People & culture ,0,0,"Reading some of the posts it looks like we are thinking social as ""the channel"". With a lot of advantages of others, we must avoid thinking SM as the best and only one channel to reach our customers (either B2C or B2B).  It looks like it is better for B2C, and easier to adopt. However, people is part of companies and will take advantages of this not structured communication way.  We must not close/discard all the previous available channels"
44138,reply,IBM Employee,United States,Social with social services,2/9/2011 14:56, People & culture ,0,0,"I am a customer of ""social services"" that are not-for-profit organizations. They rely on their consituents to keep them in business. They are beginning to embrace social media to spread the word, in fundraising, in advocacy and in reaching new ""cusomters"". Because these organizations focus on people with disabilities, there is an extra level of concern among the ""customers"" about privacy.  With cuts in funding these social service organizations need to now rely even more on their consituency."
44141,reply,IBM Employee,United States,"Every Country, Every Industry",2/9/2011 15:00, None ,0,0,"As I have traveled the planet and met thousands of businesses since we launched Connections in 2007, today there is not a country or industry segment that does not have many many client references and case studies of folks that have embraced social software,..changing the way they work,.. and becoming a social business."
44374,reply,IBM Business Partner,United States,Social business - means what? To me...,2/9/2011 15:21, None ,0,0,"People are social, they choose what they want to share, with whom, and how. Not just to friends, but also to companies. We share personal information with banks, retailers etc. Companies want to convert more consumers to customers and retain them (for most part). Companies try to learn more about customers to provide more value (from automated payments to shipping details to past purchases).  As long as the two rules are met:  1. Companies collect information from customers with their consent  2.  ...   People (not companies) share to others what they want to share  ..Social business is already on its way.  The rest of the rules: information security, privacy, compliance etc are all part of business already dealt with.  So the real question becomes: can companies leveraging other people's insights to provide better service to the individual? Seems yes, as long as the identity is not extractable. For e.g. companies learn from prior customer support engagements on how to better their product or service. Companies collect feedback from customers on how to better serve them - this becomes yet another source of feedback on what customers want / how companies can better serve their customers."
44219,reply,Large Enterprise,United States,"Customers want an ""experience"" not just a product!",2/9/2011 15:43, Products & services ,0,0,"Just a short response from my personal perspective: there are definitely companies that I, even as a jaded customer, believe I have a personal relationship with. My favorite airline, my favorite laptop brand, and if I believe they reciprocate this ""loyalty"" in even the smallest way I'm willing to extend them my digital support (like them) and some slack. In thinking about this, I think products and services that customers ""experience"" rather than just ""use"" are the ones most likely to benefit from social relationships. And if you're clever, even if you sell widgets, your brand is more about the experience then the widget. Coke, Gatorade, Apple, lots of examples.  So this is a key value proposition that Social Business provides even the most modest, practical business--the opportunity to transition your customer relationship from utility to experience. I'm reminded of Aristotle's 3 levels of friendship--utility, shared likes, and shared values. If your business  ...   proposition is utility, your hold on customers will be much more tenuous than if you share experiences and even better values with your customers.  Am I the First Person to mention Aristotle in the jam?"
44407,reply,IBM Employee,United States,Consider *all* the customers - be accessible,2/9/2011 15:58, Products & services ,0,0,"Social businesses need to involve all their customers, not a select few. Otherwise they are leaving a percentage of customers out in the cold.  Businesses should include capability for participation for those with disabilities (physically limited, blind, poor vision, mobility impaired, deaf, hard of hearing). One would never leave out the retired population, but they are experiencing disabilities: aging sight, mobility, and hearing needs to be able to effectively use the tools.  Worse, leaving out customers may be more than lost revenue, it may leave exposure to risk for discrimination, as has been experienced by several companies  ...   in the past few years (e.g. Target, Apple).  By ensuring social applications are usable by all, businesses get involvement from *all* customers, and probably gain more than before."
44746,reply,IBM Employee,Japan,"Think B2B, B2C or above?",2/10/2011 3:06, People & culture ,0,0,"Traditional business route has B2B and B2C, but at this moment we see ""Social to Social(S2S)"", ""Social to Customer(S2C)"" and ""Customer to Customer"", actually, I think. My on-line shopping attitude also like ""S2C""."
44693,reply,Self-employed,United Kingdom,Collusion of Mediocrity,2/10/2011 9:55, Best practices & lessons learned ,0,0,"In many cases the ""social"" element is part of an unspoken collusion of mediocrity. The engagement can be insipid and diluted because of the wish to avoid calling the mistrusting relationship that often exists between customer and supplier by its real name - mistrust!.  The prevalence of small print, the distortion of language (For example, where an ""Unlimited Data Usage"" policy for a mobile phone is subject to a small print fair use policy that actually renders ""unlimited"" into ""limited"" in all but name), and the general usually unspoken thought that the customer thinks the supplier is out to benevolently entangle them, often leads to fake dialogue more based on false niceness and hype than real dialogue.  The  ...   solution I think is that all social engagement has to be asterix free and devoid of any small print and hidden terms and conditions in a customer supplier relationship.  The motivation on both sides has to be fair dealing, honesty and authentic openness. All are often lacking, both sides collude and the result is mediocrity."
44807,reply,IBM Employee,Netherlands,To be social with business in different ways,2/10/2011 15:10, Best practices & lessons learned ,0,0,"Clients prefer different ways to engage...attending f.e. events are no the most efficient way to be informed about topics of your interest...remark of one of CIO about cloud: ‘You don’t see me visiting a cloud seminar anymore’ tells this CIO, ‘If I want to know something about cloud I look in the cloud called YouTube.'"
30831,reply,IBM Employee,United States,It's about tangible value,2/10/2011 16:32, Processes & operational ,0,0,"Customers seek tangible value from business relationships. So, it's more than being 'social'. It's about combining or integrating social ways of communicating and connecting in a business sense that enables greater value. The lesson - don't just do social and think customers will come. Intermix social techniques with business value and they will come. For example, if a customer is considering a transaction over the web, it might be valuable to compare with a community of others prior to making a decision. And, while in the community be prompted with a discount or some kind of offer."
30927,reply,IBM Employee,United Kingdom,Engaging yes but not be friends,2/10/2011 17:16, None ,0,0,"Building on Rebecca's post, I think there are differences in being social. It is not industry only, it is the way how to be social.  Her example of Amazon reminded me that I am very happy to contribute to provide my feedback, to make suggestions for improvement, share new business ideas with companies. I interact with a number of companies in that way and this kind of 'being social' is absolutely fine with me.  I am actively contributing to platforms like trip advisor and if a hotel, restaurant etc., including if I am asked if I would mind to share my feedback. I will be more than happy to share my opinion and experience(whatever it is and sometimes they might not like it).  ...   I am not becoming friends with companies on social networks like facebook. For me, here the risk is too high that if I become a 'friend' and I am not absolutely careful about my settings, everybody might have access to all kind of private photos, my friends etc. and I definitely don't want that.  The best offer gets ignored by me if I have to become facebook friend of a company to get access to the special offer. It makes me so angry that I don't buy at all anymore from that specific company.  I would be happy to provide feedback to pharmaceutical companies if I can decide to use a creative name and character and not my real name.  The answer is it depends and how can you be social with companies."
45137,reply,IBM Employee,Switzerland,Do customers want to be social with businesses?,2/10/2011 23:25, People & culture ,0,0,"Business are using all sorts of methods of collaborating to get work done and the outcome is that they are becoming social businesses whether they want to be or not. All too often a company is leveraging ""social"" tools within their business and they don't realize the impact on security, productivity, client satisfaction and risk. The elements of what is at stake are immense. Business need to find the strategic and sound way forward since Social business is inevitable."
31161,reply,IBM Employee,United States,Social media is a utility - Communities are key,2/11/2011 1:33, Strategic ,0,0,"Social media technologies such as facebook should be viewed as utilities that enable communities to form and evolve. There are competing social media networks in China where facebook doesn't exist...and hundred of millions of community members. Although these social ""utilities"" can generate value/revenue, it is the communities and their actions that are exponetially more valuable. Without engaging and learning about these utilities we may miss out on all of the innovation that is being created in those communities. Innovations that provide business improvements, social utility and in some cases radical social change."
45329,reply,IBM Employee,United Kingdom,Customers want to be social ABOUT businesses,2/11/2011 10:07, Best practices & lessons learned ,0,0,"By looking at social media using search tools it is clear that customers are discussing businesses/ brands as well as other topics. The start point for a business looking to engage is to bring value to those existing conversations, rather than trying to own them. Part of this is accepting that some aspects of the conversations will be negative in tone, and working out the right way to respond - acknowledge, refute, ignore etc. If customers are having problems getting value from a business's products or services, the business will want to be part of solving those problems, but also support other customers who want to solve them with peer to peer interactions. Trying to move the various online conversations towards more of a supportive community provides immediate benefits to customers and businesses (problems fixed faster, the ability to feedback comments and concerns, all through a comparatively low cost channel) whilst growing longer term value in terms of trust and loyalty. That's not to say that poorly handled social engagements by businesses cannot do more harm than good, so this all needs to be part of a well thought through customer experience initiative - but done properly, customers will and do value when businesses take part in the conversation."
45736,reply,IBM Employee,United States,Latest IBV CRM Study - It's all about value,2/11/2011 16:03, None ,0,0,"In our latest IBV CRM study – due to be launched very shortly - we asked this very question. Do customers want to engage with businesses via social media, and if so – what are the triggers? If not, what are the inhibitors? Turns out most customers are very pragmatic. While a little more than half doesn’t engage with businesses at all this way, those who do want to get something of tangible value in return: discounts, coupons, etc. And they want to use social media to transact. Good news for those companies that want to monetize social media! Customers were far less interested in engaging with companies to feel closer to the brand or joining a community. Concerns over privacy and getting lots of spam were among the top reasons customers were reluctant to engage."
31599,reply,IBM Business Partner,United States,LISTSERVER. Open Source.,2/11/2011 16:32, Strategic ,0,0,I just thought of LISTSERVER reading your posted question. I do not know if this is relevant or not. But IT folks (customers) used to subscribe to LISTSERVERs a lot. Then maybe it what started the Open Source. I do not know. I am just speculationg.  Open Source is customer and company combined. Everyone is part of the identity. There is no company/provider nor customer. All is one.  So customer shape up the business actually and the company provides the vision.  ...   Hope to get a summarized compilation of your voted best ideas that replied to your question.  Thanks
44609,post,IBM Employee,United States,It's not the #s Baby! Faux Followers,2/10/2011 2:02, People & culture ,7,5,"Some businesses (and people) seem to think that the number of fans, followers or friends you have is the end game. It is not the number baby!!! It is the quality of the follower. The tippers if you would.  Seth Godwin wrote “Many brands and idea promoters are in a hurry to rack up as many Facebook fans and Twitter followers as they possibly can. Hundreds of thousands if possible. A lot of these fans and followers are faux. Sunny day friends… A slightly better idea defeats a much bigger but disconnected user base every time. The lesson: spend your time coming up with better ideas, not with more (faux) followers.”  What do you think?"
30579,reply,IBM Employee,India,Fauslowers,2/10/2011 4:51, None ,1,3,Could not agree more.. http://fauxlowers.com/ service helps identify fauxlowers..
45004,reply,IBM Employee,United States,tried it but ..,2/10/2011 15:48, Strategic ,1,2,Didn't see anything back. Have you used this service?
44782,reply,IBM Employee,United States,Contagious,2/10/2011 4:53, Best practices & lessons learned ,2,3,"A better goal is to have contagious ideas, and the RIGHT followers who will distribute it into influential channels. Now, having a lot of followers certainly increases one's chances of having the right followers, but we'd do better by saying smart things when the right people are listening -- that encourages them to listen to what else we have to say and share those ideas with others.  Ironically, it's a bit like Watson. It may come up with hundreds of potential answers to a Jeopardy question, but knowing which is likely right, and only saying it when it is sufficiently confident, builds its credibility. That credibility, in turn, catches the attention of people who marvel at its smarts."
45256,reply,IBM Employee,Austria,"Love ""contagious ideas""",2/10/2011 20:38, None ,0,0,@Joshua Great turn of a phrase and a nice way to describe what creating interest/engagement/influence is all about in social influence marketing.
45013,reply,IBM Employee,United States,Love the Watson analogy!,2/10/2011 15:50, Strategic ,1,5,Great discussion point.  How do you attract and find those influencers?
45116,reply,IBM Business Partner,United States,Attracting influencers,2/10/2011 22:27, Strategic ,0,0,"Very interesting discussion point. It is always seen that water gets the color it is mixed with. In the same manner, you would need to attract, to attach, to follow and to reciprocate online influencer. Understand what message they are carrying forward, how they are sharing that with their followers and try to tune your goals, interests and messages accordingly. Similarity of thoughts/ideas, reciprocation/sharing and being master of engaging contents could attract influencers like ships guided by lighthouse."
44995,reply,Professional Association,India,There's Life Beyond The 'Like',2/10/2011 15:40, None ,2,5,"I totally agree that it's not the number of fans or followers one has via social media, but the quality of those fans. How many are customers? Loyal customers? Brand advocates? Even potential customers?  Too many marketers get caught up in the rush to tote up Fan numbers -- I've seen so many brands that have an attractive offer up on their Facebook pages, with a catch: one needs to Like the page before one can see the full offer and avail of it. What does that result in? Lots of Likes for sure, but how many folks truly like the brand? Perhaps fewer than might have if the brand didn't resort to this twisted way of pulling them in!  In  ...   fact, I've seeded a discussion around this very theme on my blog on The Future Of Digital For Brands that I run as a LinkedIn Group at http://linkd.in/hUPZqf. I am happy to say, most folks agree that what counts isn't fan base, but fan quality."
45016,reply,IBM Employee,United States,How do you find the high quality ones?,2/10/2011 15:51, None ,1,5,I am really interested in how others do this one.
45259,reply,IBM Employee,Austria,"Finding High Qualtiy ""Ones""",2/10/2011 20:40, None ,0,0,"@ Sandy - Check out my ohter post that has a link to Forrester analysis of listening platforms.  I think that is the key method to find out who the most influencial individuals are, and let's you easily start building a relationship with them."
31215,reply,Professional Association,India,Smart Social CRM can help find Life beyond Likes,2/11/2011 4:08, None ,0,0,"In order to determine the real valuable Fans and Followers -- the folks who have real Brand Love (beyond the superficial Like on a Fan page), it takes a re-orientation of the social communication strategy.  Most marketers start out with a bunch of themes (their agenda), and then prioritize them giving weights to ech theme. This is followed in what and how often they communicate via their social communication plan.  Social CRM flips this around and looks at key consumer themes -- tied back to determining the 'loyalty/love' facets the marketer wants to understand.  Social  ...   communication then takes this focus -- one may find lower engagement in terms of Likes and Comments but the engagement tha ensues will be more meaningful from the point of uncovering real valuable ('Loving') customers.  This bunch can then be nurtured, both via social media and through more conventional CRM, eNurture means offline.  Unfortunately too many marketers wake up to this reality only when they have 100s of 1000s of fans, instead of adopting this approach from the outset."
44831,reply,IBM Employee,Netherlands,Create content which inspires your network,2/10/2011 15:43, Best practices & lessons learned ,3,4.5,"A lot of tweets, messages, pings etc is more about to give yourself a stage, because no one is really listening to you in daily live instead of telling something really interesting to share.  Train yourself to inspire your followers, fans, friends in 140 char. and you will get the rights fans. The ones who also like you in the ""real"" world. Keep in mind that making use of social media has a lot of impact on your personal branding."
45019,reply,IBM Employee,United States,Do you have a way to find those tippers?,2/10/2011 15:52, Strategic ,0,0,"I am curious how companies do this ""finding"" their 1% that drive the rest of the community .. on twitter in 140 characters and beyond."
44918,reply,Non-profit Org/Non-government Org,United States,idea for getting the good twitter followers,2/10/2011 16:44, People & culture ,0,0,"It would be great to merge a Saleplace/Salesforce type of application with links to Twitter and be able to track what they say about your business on Twitter/Facebook/Yelp/Foursquare/GoWalla. In exchange for being ""friended"" you can give discounts for products/services you offer as a business."
30960,reply,IBM Employee,United States,How do we measure influence,2/10/2011 17:45, Strategic ,0,0,"Within the scope of a set of terms and hashtags (e.g. #smarterplanet) I'd blend a few metrics:  Number of retweets and @ mentions  Number of times a link is followed -- should be able to get this information from the URL shorteners  Number of followers seems like an OK number, but the above 2 metrics measure influential actions.  Truly  ...   influential Tweeters would have their Tweets retweeted by people who don't follow them.  In contrast, The recent ""Most Influential People on Twitter"" ( http://www.informationarchitects.jp/en/c140/ ) seems more focused on the number of followers."
31218,reply,Professional Association,India,It's about geting to the Prosumers,2/11/2011 4:15, None ,0,0,"We at Euro RSCG follow a method of identifying Prosumers -- that 10-15% of consumers who are spreaders of opinion. It's important to note that these are not Trend setters, but the spreaders of trends... Information is their currency of influence, and since the internet is where there's lots of information, these folks are always on, connected, switched on, in the digital space...  Key is culling these folks out, and putting information into their hands, an giving them access to the latest before anyone else... and then letting them loose, to spread influence via their networks, and beyond. (Think of the ripples in water when you toss a stone in).  A  ...   program I am very gung-ho about is 'Subject Matter Expert Curation' -- which goes beyond th usual suspect SME to create over time a growing community of experts who through their networks cn spread a brand's POV further anf farther.... 140 characters at a time perhaps."
31641,reply,IBM Employee,United States,The tippers are social by nature,2/11/2011 16:53, People & culture ,0,0,"The tippers in an organization are social both on and offline by nature. They are the connectors of the world who are always making introductions based on expertise to friends, family and colleagues. They are also usually not afraid to speak their mind or approach people they may not know personally in real life, but may know by association (degrees of separation thought that we are all somehow interconnected)."
45052,reply,Non-profit Org/Non-government Org,United States,Quality vs Quantity,2/10/2011 16:40, People & culture ,0,0,"Until people realize that the social medium changes how we view media, this thought process won't change. The fact that advertising has morphed its model for the internet making a bigger monetary impact for clicks opposed to just view is along the same idea."
44942,reply,IBM Employee,United States,80/20 rule in social media,2/10/2011 16:59, None ,0,0,"Seems to me that the rule applies in this space, too: 80% of your quality social interactions will happen with 20% of your social network. So Sandy is asking how you identify who that 20% is?  I think you need some kind of dashboard to look at engagement and identify which topics from your networks (Twitter, FB and LI) generate the most RTs, replies and DMs. Then you also need to look at who your top engagers are, then you can see what they have in common. I know of tools that do the former, but not the latter...."
45125,reply,IBM Business Partner,United States,social media,2/10/2011 22:34, Strategic ,0,0,"Counting and analyzing RTs, link sharing and dashboard are all the tactical tools of strategy to find out, to attract and to retain influencers. Before you start applying these analysis tools, you would need to think through message you want to spread, relationships you would like to build, tune to needs and necessities of your surrounding ( internal/external) customers and plan accordingly. The complexity of online social interaction is multi-folds as the technology allows you to reach not only to one nation but be international, going beyond physical boundaries of countries, cultures, businesses and connect to varied crowd. So one message to suite all may not be easily possible. So strategical planning of these endeavors and relative governance would be very necessary."
45112,reply,IBM Employee,United States,some factors,2/10/2011 17:36, None ,1,5,"I measure the relevance of my network based on how much buzz they create when I share unique and compelling content. Are they sharing, re-publishing, commenting, driving progressive results in light of my hard work?  Too many folks get bogged down scratching their heads over flat responses to their average posting activity and media publishing. Not all you say and do online will spread like wildfire. Your average posting activity is to keep your core followers interested in you and what you are sharing, and to keep the fringe folks at least tuned in and connected. If you balance out your efforts and nurture your network through the lulls, the moments when you have something big to share will pay off in spades.  ...   The problem I see most is the lack of time many spend nurturing their relationships in meaningful ways, pending your big post of the month/week/ whatever. Are you able to be interesting in the lull? Are you able to stay human and likeable in the lull? Do you have the time (or are you being given the time) to do all of this had holding properly? Are you even a decent publisher who can offer compelling and unique information on a regular basis?  I agree, Sandy, that pure numbers of followers don't count, but when the numbers reflect conversations started, sharing stats, and search rankings enhanced, you have tackled the first big step toward success."
30978,reply,Large Enterprise,United States,Social Business Network,2/10/2011 18:04, Best practices & lessons learned ,0,0,"I build my network as if I were building my own small business. Who would I want on my team? What skills do they bring to the table? What collective knowledge could we bring to a problem. I imagine my network as a ""consulting firm focused on the Payments Industry""."
45145,reply,IBM Employee,United States,Like your own small business...,2/10/2011 18:06, Strategic ,0,0,But online there are so many people you don't know. How do you get to know them before you select them?  Sandy
45011,reply,IBM Employee,United States,personal brand,2/10/2011 18:12, None ,1,2,"If your personal brand is strong enough, and if you are interesting enough, they select you IMO. You do the focus work as it all moves along, deciphering who they are, where they work, what they do, and how well they communicate and add value to the network. The personal hunt and peck is fine, but if you have fantastic content you are offering to the world, they will find you and make your efforts less strenuous."
45002,reply,Analyst,United States,"Trusted referrals outperform following 10,000",2/10/2011 18:07, People & culture ,1,3,"Social media works as people business. Behavioral traits, such as relationship and trust, will maximize the value derived from followership. Similar to person-to-person communications, quality social media exchanges will build a mutual understanding of the expertise, needs, and communication styles of each participant. Positive results will prompt more trusted and richer interactions. At such point, information referred to by a trusted social media source will be more relevant and actionable to the recipient than an ocean of creative but possibly ambiguous or irrelevant tweets."
45026,reply,IBM Employee,United States,Content is King but the Analyst rules the Kingdom,2/10/2011 18:47, Best practices & lessons learned ,0,0,"A consistent focus on the quality content for your target audience and followers/fans will grow. But in order to produce quality content for your ""target"" audience...you must focus on the follower data and use great analysts/tools. Analytics are key to finding the people who want and need to hear your messages.  Jeremiah Owyang has a great blog post on elements of social data...I am sure there are others out there.  The 7 Elements of Social Data  ...   We segmented data that has been tried and true for years on the top tier: demographics and product. Then, we segmented data that digital marketers are striving to tackle now in the middle tier: Pschographic, behaviroial, and refferal data. At the bottom tier, we listed out experimental new types of data that most companies have not harnessed, the newcommers location based and intention data. http://www.web-strategist.com/blog/2011/02/08/seve_elements_of_social_data/ Look at Mashable's view of Pepsi's Social Media Command Center powered by analytics http://mashable.com/2010/06/15/gatorade-social-media-mission-control/"
45181,reply,IBM Employee,India,Facebook fans,2/10/2011 18:59, Products & services ,0,0,"I agree with Sandy on fake fans or followers in Facebook or Twitter. The virtual or the FB world is full of fakes. It’s difficult to differentiate them from the real customers or even the Brand Ambassadors. They Brands boasts of 50,000 or a million fans. There is little or no interaction with the customers from the Brand owners. Only effective interaction with the customers can help in growing their business rather than having stupid posts on their pages. A company to keep or to get new its customers should actively engage them in activities."
45229,reply,Analyst,United States,Not the Numbers - Quality of Relationship,2/10/2011 20:13, None ,0,0,"In any relationship -- business or social -- it's not how many relationships you have (most humans can only manage about 100 hundred friends -- the size of a village), but rather their quality.  I always judge real friends by a simple (imaginary) test: if I called them in the middle of the night and asked them to come meet me at the main intersection of our city, would they come? If you're lucky you have a few friends like that.  With on-line friends, you need to judge by on-line standards:  ...   1. How many of them read and respond to your posts (ever notice it's usually the same people who either love you or hate you?).  2. If you ask them for a favor -- friend ""him,"" read this and respond if you agree, join this group -- how many will turn up for you? I bet it's never more than 10%  3. Do they ask you for further opinions, attempt to create ongoing conversations? Just how engaged are they?  It's the quality relationships that will carry you forward in your business objectives."
45080,reply,IBM Employee,United States,Articulated networks are special,2/10/2011 21:09, People & culture ,0,0,"One of the defining aspects of social software is the ability to define ""relationships"" with other people. These usually visible ""articulated networks"" are incredibly important for underlying social analytics to do information recommendations and filtering.  We have been experimenting with a research project to dynamically create friend lists to better filter information and enhance serendipitous discover."
31113,reply,IBM Business Partner,United States,It's not the #s Baby! Faux Followers,2/10/2011 22:23, People & culture ,0,0,"So perfect analysis of social follower-ship and campaign success. It is quality of your followers. It is how you engage your followers. It is not how many are following you back. Sometimes followers want to rub off the goodwill from bigger brands themselves by associating and following. Online social endeavors are similar to in person networking events. You do not have to start selling to crowd but to engage, to like and to reciprocate for relationship building. And sometime small strong relationship which can spread your message far long and deep."
45337,reply,IBM Employee,United States,Research worked on this,2/10/2011 22:30, Products & services ,0,0,"I saw an interesting project at the Innovation labs at Lotusphere out of IBM Research Dublin that figured out a particular way to measure influence in online environments--really any environment but they used Twitter as the example.  The difference is that it actually looks at the semantics of discussion--a very technologically challenging problem--to understand topical relationships, and combined it with particular influencers, and their influence activity as well. Compared to Klout which seems to focus primarily on counting propagation of messages and not on semantics.  Yes,  ...   it is still data-supported, but it is a much deeper look at the problem. I think the developer was Marie Wallace but I can ask Mike Roche from Dublin labs to find out more. [Yes, this is shareable public]"
45152,reply,IBM Employee,United States,Graph Theory can help,2/11/2011 0:25, Strategic ,0,0,"There is more than one type of ""follower"" or ""friend"" in a social network. There are at least 4 types:  - Your Targets: people you want to reach out to  - Gatekeeper: knows the targets  - Pulsetaker: knows the most people who know the target people  - Hubs: knows the most people  ...   Graph theory (which predates online social networks) can answer some of these questions, at the academic level today.  The key is know your targets (which can change based on offer/topic/discussion/event, etc...), you can apply these algorithms to your connections to maximize the return on campaigns towards your existing follower/fan base.  At the end of the day, it comes down to how many fans/followers you can get to actively ""engage"" in a given particular marketing activity. Engaging (which can take the form of comments, content creation, etc...) allows your message to spread way beyond your fan base.  And for any of those techniques to work (be statistically significant), a sizable fan base (without particular focus on quality) is needed."
45521,reply,IBM Employee,Canada,1000 True Fans,2/11/2011 15:58, None ,0,0,"Kevin Kottke has a great post about the value of 1,000 true fans for artists: http://www.kk.org/thetechnium/archives/2008/03/1000_true_fans.php You don't need millions of disengaged ""followers"". 1000 true fans can make amazing things happen.  How do you find those fans? Create lots of value, and people will step forward.  I'm  ...   not sure if targeting specific people and hoping they'll become your true fans works quite the same way, but maybe you can work on wowing people just because."
45301,post,IBM Employee,Spain,There Is NO Social Customer,2/10/2011 21:35, Strategic ,0,0,"That is the title of a superb blog post put together just recently by Thierry de Baillon (@tdebaillon) and which folks can find over here: http://kcy.me/1xk3 It comes to question whether customers are social or not. For a minute, imagine they are not, like he states, what happens next? Do we still want to become a social business if our clients are no social customers? How do we delight them then? Even better, how do we ""listen"" to them, if they themselves are no social customers? Thoughts?"
45254,reply,IBM Business Partner,France,Social Networks Drive Opinions,2/11/2011 4:16, Best practices & lessons learned ,0,0,"I do not agree with M de BAILLON I'm afraid. His contention misses the point and evidence that social networks drive opinions, which in turn affect our decisions about lots of things, such as which hotels to stay in (Trip Advisor) and which products to buy etc etc. So let's assume that social networks do work, the question becomes how do we get the best out of them for business goals such as improving performance, raising morale, driving objectives and sharing ideas."
45514,reply,Small or Mid-size Business,France,"Different tools, same behaviors",2/11/2011 9:39, Strategic ,1,5,"Thanks Luis for linking to my post :)  Simon, I'd like to expand a bit on this. What I suggested is that if social networks are expanding our customers' possibilities to express their opinion, they don't fundamentally transform the relationships customers have with businesses. As a proof, the multiple studies which say that they DON'T want to be your friend.  The main new behavior triggered by SN is the easiness with which empathy can be created (which, in turn, can easily transform into hate). But even that  ...   is not new, it is a side-effect of crowd creation, which has been so many times exploited by political leaders from all sides.  My point was to say that to address customers' needs and expectations, we have to go beyond ""social media"", and pro-actively provide them with tools which can expand the conversation between them and us. Interruption is no more an option, soc nets are theirs, not ours, we have to build on CRMs, engagement platforms, open innovation tools and strategies..."
